"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 27 04:45:27 UTC 2023","Tue Jun 27 04:45:33 UTC 2023","5644","tests.rahult","test_HomePage","TestHomePage","","","test_formSubmission[getData0]",""
"passed","Tue Jun 27 04:45:27 UTC 2023","Tue Jun 27 04:45:38 UTC 2023","11448","tests.rahult","test_e2e","TestOne","","","test_e2e",""
"passed","Tue Jun 27 04:45:43 UTC 2023","Tue Jun 27 04:45:53 UTC 2023","10214","tests.shopdemoqa","test_home3","TestHomeTask3","","","test_add_item_to_cart_successfully",""
"passed","Tue Jun 27 04:45:27 UTC 2023","Tue Jun 27 04:45:31 UTC 2023","3627","tests.saucelab","test_home2","TestHomeTask","","","test_home_2",""
"passed","Tue Jun 27 04:45:37 UTC 2023","Tue Jun 27 04:45:41 UTC 2023","3836","tests.rahult","test_HomePage","TestHomePage","","","test_formSubmission_second[getData0]",""
"passed","Tue Jun 27 04:45:56 UTC 2023","Tue Jun 27 04:46:06 UTC 2023","10825","tests.shopdemoqa","test_home3","TestHomeTask3","","","test_add_multiple_item_to_cart_successfully",""
