"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 04 02:33:49 UTC 2023","Fri Aug 04 02:34:01 UTC 2023","12370","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","End To End Test ShopDemo Page",""
"passed","Fri Aug 04 02:34:18 UTC 2023","Fri Aug 04 02:34:32 UTC 2023","13746","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","Additional Test ShopDemo Page",""
"passed","Fri Aug 04 02:34:03 UTC 2023","Fri Aug 04 02:34:16 UTC 2023","12878","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","Additional Test ShopDemo Page",""
