"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 26 09:05:01 UTC 2023","Mon Jun 26 09:05:07 UTC 2023","6835","tests.shopdemoqa","test_home3","TestHomeTask3","","","test_add_item_to_cart_successfully",""
"passed","Mon Jun 26 09:04:54 UTC 2023","Mon Jun 26 09:04:58 UTC 2023","3905","tests.rahult","test_HomePage","TestHomePage","","","test_formSubmission_second[getData0]",""
"passed","Mon Jun 26 09:04:46 UTC 2023","Mon Jun 26 09:04:50 UTC 2023","3797","tests.saucelab","test_home2","TestHomeTask","","","test_home_2",""
"passed","Mon Jun 26 09:04:46 UTC 2023","Mon Jun 26 09:04:57 UTC 2023","11127","tests.rahult","test_e2e","TestOne","","","test_e2e",""
"passed","Mon Jun 26 09:04:46 UTC 2023","Mon Jun 26 09:04:51 UTC 2023","4902","tests.rahult","test_HomePage","TestHomePage","","","test_formSubmission[getData0]",""
"passed","Mon Jun 26 09:05:10 UTC 2023","Mon Jun 26 09:05:18 UTC 2023","7872","tests.shopdemoqa","test_home3","TestHomeTask3","","","test_add_multiple_item_to_cart_successfully",""
