"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 10 09:16:05 UTC 2023","Mon Jul 10 09:16:09 UTC 2023","3556","tests.saucelab","test_saucelab","TestSauceLab","","","Test End To End",""
"passed","Mon Jul 10 09:16:05 UTC 2023","Mon Jul 10 09:16:17 UTC 2023","11691","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","End To End Test ShopDemo Page",""
"passed","Mon Jul 10 09:16:23 UTC 2023","Mon Jul 10 09:16:31 UTC 2023","8001","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
"passed","Mon Jul 10 09:16:20 UTC 2023","Mon Jul 10 09:16:30 UTC 2023","10362","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","Additional Test ShopDemo Page",""
"passed","Mon Jul 10 09:16:06 UTC 2023","Mon Jul 10 09:16:20 UTC 2023","14480","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
