"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 03 04:21:36 UTC 2023","Thu Aug 03 04:21:52 UTC 2023","16295","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","End To End Test ShopDemo Page",""
"passed","Thu Aug 03 04:21:52 UTC 2023","Thu Aug 03 04:22:00 UTC 2023","8206","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
"passed","Thu Aug 03 04:21:36 UTC 2023","Thu Aug 03 04:21:40 UTC 2023","3747","tests.saucelab","test_saucelab","TestSauceLab","","","Test End To End",""
"passed","Thu Aug 03 04:21:36 UTC 2023","Thu Aug 03 04:21:48 UTC 2023","11683","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
"passed","Thu Aug 03 04:21:56 UTC 2023","Thu Aug 03 04:22:09 UTC 2023","13133","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","Additional Test ShopDemo Page",""
