"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 06:20:00 UTC 2023","Wed Jul 19 06:20:10 UTC 2023","9844","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
"passed","Wed Jul 19 06:20:02 UTC 2023","Wed Jul 19 06:20:15 UTC 2023","13128","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","Additional Test ShopDemo Page",""
"passed","Wed Jul 19 06:19:41 UTC 2023","Wed Jul 19 06:19:46 UTC 2023","4533","tests.saucelab","test_saucelab","TestSauceLab","","","Test End To End",""
"passed","Wed Jul 19 06:19:41 UTC 2023","Wed Jul 19 06:19:59 UTC 2023","17549","tests.shopdemoqa","test_shopdemo","TestShopDemoPage","","","End To End Test ShopDemo Page",""
"passed","Wed Jul 19 06:19:41 UTC 2023","Wed Jul 19 06:19:57 UTC 2023","16026","tests.UtestSignup","test_signup_page","TestUtestPage","","","Test Signup Page",""
